EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1202,29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,1,2,Female,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3
1203,22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1,3,Male,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0
1204,46,No,Travel_Rarely,Sales,2,3,Marketing,1,3,Female,Manager,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9
1206,44,No,Non-Travel,Research & Development,17,3,Life Sciences,1,4,Male,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0
1207,33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2,Male,Human Resources,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4
1210,41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,1,Male,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0
1211,30,No,Travel_Rarely,Sales,29,4,Life Sciences,1,3,Male,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3
1212,40,No,Travel_Frequently,Sales,2,4,Medical,1,2,Male,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0
1215,50,No,Travel_Frequently,Research & Development,2,3,Medical,1,4,Female,Manager,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2
1216,28,No,Travel_Rarely,Research & Development,19,4,Medical,1,4,Male,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3
1217,46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,4,Male,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3
1218,35,No,Travel_Rarely,Sales,17,4,Life Sciences,1,3,Male,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7
1219,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,4,Female,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0
1220,33,No,Travel_Frequently,Sales,25,3,Medical,1,2,Female,Sales Executive,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1
1221,36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3,Male,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7
1224,30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3,Male,Laboratory Technician,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9
1225,44,No,Travel_Rarely,Research & Development,29,4,Other,1,4,Male,Research Scientist,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17
1226,20,No,Travel_Rarely,Sales,21,3,Marketing,1,3,Male,Sales Representative,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2
1228,46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,4,Male,Manufacturing Director,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4
1231,42,No,Non-Travel,Human Resources,2,5,Medical,1,4,Male,Human Resources,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3
1233,60,No,Travel_Rarely,Sales,7,4,Marketing,1,2,Male,Sales Executive,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9
1234,32,No,Travel_Frequently,Research & Development,13,3,Other,1,3,Female,Laboratory Technician,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2
1235,32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,4,Female,Research Scientist,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7
1237,36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,Female,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7
1238,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,1,Male,Research Scientist,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10
1239,40,No,Travel_Rarely,Sales,10,3,Technical Degree,1,2,Female,Sales Executive,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3
1240,25,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3,Male,Sales Executive,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1
1241,30,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Male,Research Scientist,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7
1242,42,No,Travel_Frequently,Research & Development,26,5,Medical,1,1,Female,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0
1243,35,No,Non-Travel,Sales,8,2,Marketing,1,3,Female,Sales Executive,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12
1244,27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,1,Male,Research Scientist,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8
1245,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,4,Female,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4
1246,44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1,Female,Research Scientist,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7
1248,19,Yes,Non-Travel,Research & Development,10,3,Medical,1,1,Female,Research Scientist,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0
1249,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Female,Research Scientist,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2
1250,54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,4,Male,Research Director,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9
1251,31,No,Travel_Rarely,Research & Development,11,2,Medical,1,3,Male,Healthcare Representative,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1
1252,31,No,Travel_Rarely,Research & Development,24,3,Medical,1,3,Female,Healthcare Representative,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8
1254,59,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3,Female,Sales Executive,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5
1255,43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,Male,Research Director,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7
1256,49,No,Travel_Rarely,Research & Development,4,2,Medical,1,1,Male,Manager,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0
1257,36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1,3,Male,Research Scientist,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7
1258,48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,4,Male,Laboratory Technician,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0
1259,27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1,Male,Research Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3
1260,29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3,Male,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0
1263,48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Male,Research Director,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0
1264,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Research Director,4,Divorced,16124,3,No,14,3,2,2,9,2,2,7,7,1,7
1265,34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1,3,Female,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0
1267,44,No,Travel_Rarely,Sales,5,3,Marketing,1,2,Male,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10
1268,33,No,Travel_Rarely,Sales,10,5,Marketing,1,4,Male,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8
1269,19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,2,Female,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1
1270,23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Male,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1
1273,25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,1,3,Male,Sales Representative,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0
1275,26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3,Male,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2
1277,45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,1,Female,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11
1278,55,No,Non-Travel,Research & Development,8,1,Medical,1,4,Male,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0
1279,21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,1,Female,Laboratory Technician,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2
1280,46,No,Travel_Rarely,Sales,4,2,Marketing,1,4,Female,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8
1281,34,No,Travel_Rarely,Sales,2,3,Marketing,1,3,Female,Sales Executive,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2
1282,51,No,Travel_Frequently,Sales,9,3,Life Sciences,1,4,Male,Manager,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10
1283,59,No,Travel_Rarely,Research & Development,18,4,Medical,1,4,Male,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4
1285,34,No,Travel_Frequently,Research & Development,19,3,Medical,1,3,Female,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10
1286,28,No,Travel_Frequently,Research & Development,1,4,Medical,1,4,Male,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2
1288,44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3,Male,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13
1289,34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,1,3,Male,Human Resources,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8
1291,35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,3,Male,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2
1292,42,No,Travel_Rarely,Research & Development,7,4,Medical,1,2,Female,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0
1293,43,No,Travel_Rarely,Sales,4,4,Marketing,1,4,Female,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17
1294,36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3,Female,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12
1295,44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,1,Female,Healthcare Representative,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5
1296,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,4,Male,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2
1297,51,No,Travel_Frequently,Research & Development,6,2,Medical,1,2,Female,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7
1298,30,No,Non-Travel,Research & Development,9,2,Medical,1,3,Female,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7
1299,29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2,Female,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7
1301,28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,4,Male,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2
1303,25,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Female,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1
1304,32,No,Travel_Rarely,Sales,8,3,Medical,1,3,Male,Sales Executive,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8
1306,45,No,Travel_Frequently,Research & Development,25,3,Medical,1,2,Female,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0
1307,39,No,Travel_Rarely,Research & Development,13,4,Medical,1,3,Female,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2
1308,58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,1,Male,Research Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2
1309,32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,4,Male,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1
1310,39,Yes,Travel_Rarely,Research & Development,23,3,Medical,1,3,Male,Research Scientist,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3
1311,30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,1,Female,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7
1312,36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,4,Female,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7
1314,46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,1,4,Female,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7
1315,28,No,Non-Travel,Research & Development,1,3,Life Sciences,1,3,Female,Laboratory Technician,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5
1317,50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,4,Female,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2
1318,40,Yes,Travel_Rarely,Sales,25,4,Marketing,1,4,Male,Sales Executive,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0
1319,52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,2,Male,Sales Executive,2,Single,8446,9,Yes,19,3,3,0,10,2,2,8,7,7,7
1321,30,No,Travel_Rarely,Research & Development,17,4,Medical,1,2,Female,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8
1322,39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,1,Male,Manufacturing Director,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7
1324,31,No,Non-Travel,Sales,2,4,Life Sciences,1,4,Female,Sales Executive,3,Divorced,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6
1329,41,No,Non-Travel,Sales,10,2,Medical,1,3,Male,Sales Executive,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9
1331,31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,1,4,Female,Sales Representative,2,Single,2302,1,Yes,11,3,1,0,3,2,4,3,2,2,2
1333,44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Male,Laboratory Technician,1,Married,2362,4,No,12,3,3,0,10,4,4,3,2,1,2
1334,42,No,Non-Travel,Research & Development,2,1,Life Sciences,1,3,Male,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10
1336,55,No,Travel_Rarely,Research & Development,2,2,Medical,1,4,Female,Manager,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11
1338,56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,1,4,Male,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7
1340,40,No,Non-Travel,Research & Development,16,2,Life Sciences,1,3,Male,Research Scientist,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0
1344,34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,4,Male,Healthcare Representative,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6
1346,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Male,Research Scientist,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8
1349,41,No,Travel_Frequently,Sales,1,3,Marketing,1,3,Female,Sales Executive,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7
1350,35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,1,3,Male,Research Scientist,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1
1352,51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,1,3,Male,Manager,2,Divorced,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10
1355,38,No,Travel_Rarely,Sales,2,2,Life Sciences,1,2,Female,Sales Executive,1,Divorced,6893,3,No,15,3,4,1,11,3,3,7,7,1,7
1356,34,No,Travel_Rarely,Sales,15,2,Medical,1,3,Female,Sales Executive,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6
1358,25,No,Travel_Rarely,Research & Development,19,1,Medical,1,4,Male,Laboratory Technician,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2
1360,58,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,3,Female,Manufacturing Director,1,Married,10008,7,Yes,14,3,4,0,31,0,2,10,9,5,9
1361,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Male,Laboratory Technician,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3
1362,36,No,Travel_Frequently,Sales,7,3,Marketing,1,1,Female,Sales Executive,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13
1363,48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4,Male,Manufacturing Director,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8
1364,27,No,Travel_Rarely,Sales,11,3,Medical,1,3,Female,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0
1367,51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,4,Female,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,29,1,2,5,2,0,3
1368,18,No,Non-Travel,Research & Development,1,3,Life Sciences,1,4,Female,Laboratory Technician,4,Single,1611,1,No,15,3,3,0,0,5,4,0,0,0,0
1369,35,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Female,Laboratory Technician,4,Married,5363,0,No,12,3,2,1,10,0,3,9,7,0,0
1371,27,No,Travel_Frequently,Sales,2,1,Life Sciences,1,4,Male,Sales Executive,4,Single,5071,3,No,20,4,2,0,8,3,3,6,2,0,0
1372,55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,1,Male,Sales Executive,3,Single,13695,6,Yes,17,3,3,0,24,2,2,19,7,3,8
1373,56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,4,Male,Manufacturing Director,2,Married,13402,4,Yes,12,3,1,1,33,0,3,19,16,15,9
1374,34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,1,Female,Research Scientist,3,Divorced,2029,1,No,20,4,3,3,5,2,3,5,4,0,0
1375,40,No,Travel_Rarely,Research & Development,2,1,Medical,1,2,Female,Healthcare Representative,3,Divorced,6377,5,No,20,4,2,3,15,0,3,12,11,11,8
1377,34,No,Travel_Rarely,Research & Development,29,3,Medical,1,2,Male,Laboratory Technician,3,Married,5429,4,No,13,3,1,2,10,1,3,8,7,7,7
1379,31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,3,Female,Sales Representative,4,Single,2785,7,No,14,3,3,0,3,3,4,1,0,0,0
1380,35,Yes,Travel_Frequently,Sales,18,4,Marketing,1,4,Female,Sales Executive,3,Married,4614,0,Yes,18,3,3,1,5,0,2,4,2,3,2
1382,38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,4,Male,Research Scientist,3,Divorced,2610,1,No,11,3,4,3,4,2,3,4,2,0,3
1383,34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,3,Female,Healthcare Representative,4,Single,6687,1,No,11,3,4,0,14,2,4,14,11,4,11
1387,28,No,Travel_Rarely,Sales,26,3,Life Sciences,1,3,Male,Sales Executive,1,Married,4724,1,No,11,3,3,1,5,0,3,5,3,0,4
1389,31,Yes,Travel_Rarely,Research & Development,22,4,Medical,1,4,Male,Manufacturing Director,3,Married,6179,1,Yes,15,3,4,2,10,3,2,10,2,6,7
1390,39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,1,Male,Sales Executive,4,Married,6120,3,Yes,12,3,4,2,8,2,4,5,4,1,4
1391,51,No,Travel_Frequently,Sales,2,3,Marketing,1,2,Male,Sales Executive,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2
1392,41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,1,4,Female,Research Scientist,4,Divorced,5467,3,Yes,14,3,1,2,12,4,2,6,2,3,3
1394,37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,3,Male,Research Scientist,3,Married,2996,7,Yes,15,3,4,0,8,2,3,6,4,1,3
1395,33,No,Travel_Frequently,Sales,5,1,Life Sciences,1,2,Male,Sales Executive,4,Married,9998,6,No,13,3,1,0,8,2,4,5,4,1,2
1396,32,No,Travel_Rarely,Sales,2,1,Marketing,1,3,Male,Sales Executive,2,Married,4078,0,Yes,13,3,1,3,4,3,2,3,2,1,2
1397,39,No,Non-Travel,Research & Development,25,2,Life Sciences,1,3,Male,Healthcare Representative,3,Married,10920,3,No,21,4,2,1,13,2,3,6,4,0,5
1399,25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,1,Male,Sales Executive,3,Married,6232,2,No,11,3,2,0,6,3,2,3,2,1,2
1401,52,No,Travel_Frequently,Research & Development,28,2,Medical,1,4,Female,Manufacturing Director,3,Married,13247,2,Yes,11,3,2,1,24,3,2,5,3,0,2
1402,43,No,Travel_Rarely,Research & Development,6,3,Medical,1,1,Female,Research Scientist,3,Single,4081,1,Yes,14,3,1,0,20,3,1,20,7,1,8
1403,27,No,Travel_Rarely,Sales,10,3,Marketing,1,4,Female,Sales Executive,4,Married,5769,1,Yes,11,3,4,0,6,3,3,6,2,4,4
1405,27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,1,4,Female,Research Scientist,3,Single,2394,1,Yes,13,3,4,0,8,2,3,8,2,7,7
1407,26,No,Travel_Rarely,Research & Development,2,1,Medical,1,1,Male,Research Scientist,4,Single,3904,0,No,12,3,4,0,5,2,3,4,3,1,1
1408,42,No,Travel_Rarely,Human Resources,10,3,Human Resources,1,3,Female,Manager,1,Married,16799,0,No,14,3,3,1,21,5,3,20,7,0,9
